+-----------------------------------------------------------------------------------+----+----------+
|name                                                                               |year|profit    |
|This Is England                                                                    |2006|5796544   |
|Knocked Up                                                                         |2007|189076518 |
|Hairspray                                                                          |2007|40450008  |
|28 Weeks Later                                                                     |2007|49238440  |
|Shrek the Third                                                                    |2007|638958165 |
|Once                                                                               |2007|20550513  |
|Pirates of the Caribbean: At World's End                                           |2007|661000000 |
|Bug                                                                                |2006|4059140   |
|Mr. Brooks                                                                         |2007|21637263  |
|Gracie                                                                             |2007|-6044961  |
|88 Minutes                                                                         |2007|-13069116 |
|Ocean's Thirteen                                                                   |2007|226312624 |
|Ten Canoes                                                                         |2006|-1700000  |
|Alone With Her                                                                     |2006|-989982   |
|Hostel: Part II                                                                    |2007|25419521  |
|Surf's Up                                                                          |2007|64044513  |
|4: Rise of the Silver Surfer                                                       |2007|159047763 |
|Fido                                                                               |2006|-7573776  |
|Death Proof                                                                        |2007|37897     |
|Rescue Dawn                                                                        |2006|-2822857  |
|The TV Set                                                                         |2006|-1734802  |
|Sicko                                                                              |2007|15538513  |
|Populärmusik från Vittula                                                          |2004|25776000  |
|A Mighty Heart                                                                     |2007|2928871   |
|1408                                                                               |2007|69679598  |
|Death at a Funeral                                                                 |2007|-8999954  |
|Live Free or Die Hard                                                              |2007|273531464 |
|License to Wed                                                                     |2007|34307224  |
|Evan Almighty                                                                      |2007|-2000000  |
|Transformers                                                                       |2007|559709780 |
|Captivity                                                                          |2007|-14373200 |
|Harry Potter and the Order of the Phoenix                                          |2007|788212738 |
|I Now Pronounce You Chuck & Larry                                                  |2007|101072214 |
|Stardust                                                                           |2007|65560026  |
|The Simpsons Movie                                                                 |2007|452068851 |
|I Know Who Killed Me                                                               |2007|-2379601  |
|No Reservations                                                                    |2007|64601050  |
|The Bourne Ultimatum                                                               |2007|372824138 |
|You Kill Me                                                                        |2007|-1573149  |
|Superbad                                                                           |2007|101463226 |
|Rush Hour 3                                                                        |2007|118022233 |
|The Last Legion                                                                    |2007|-41696962 |
|Sydney White                                                                       |2007|-2879925  |
|The Kingdom                                                                        |2007|16658558  |
|Daddy Day Camp                                                                     |2007|12197398  |
|The Invasion                                                                       |2007|-64928486 |
|War                                                                                |2007|15452643  |
|The Nanny Diaries                                                                  |2007|27738099  |
|Halloween                                                                          |2007|65253908  |
|Death Sentence                                                                     |2007|-3025541  |
|The Good Night                                                                     |2007|-14979620 |
|3:10 to Yuma                                                                       |2007|15016220  |
|Shoot 'Em Up                                                                       |2007|-12179359 |
|Atonement                                                                          |2007|99266061  |
|4 luni 3 săptămîni și 2 zile                                                       |2007|333273    |
|No End in Sight                                                                    |2007|-568377   |
|The Brave One                                                                      |2007|-233381   |
|In the Valley of Elah                                                              |2007|6541790   |
|Rang De Basanti                                                                    |2006|9302151   |
|I Could Never Be Your Woman                                                        |2007|-14423505 |
|December Boys                                                                      |2007|-3953526  |
|Eastern Promises                                                                   |2007|3612356   |
|Brooklyn Rules                                                                     |2007|-7541768  |
|The Death and Life of Bobby Z                                                      |2007|-21586546 |
|Resident Evil: Extinction                                                          |2007|103412065 |
|Good Luck Chuck                                                                    |2007|34192128  |
|Into the Wild                                                                      |2007|41255142  |
|The Game Plan                                                                      |2007|125880543 |
|The Heartbreak Kid                                                                 |2007|67766650  |
|Dan in Real Life                                                                   |2007|43377859  |
|The Darjeeling Limited                                                             |2007|8377151   |
|We Own the Night                                                                   |2007|33926886  |
|Elizabeth: The Golden Age                                                          |2007|19237563  |
|Michael Clayton                                                                    |2007|67991835  |
|Lars and the Real Girl                                                             |2007|-706337   |
|30 Days of Night                                                                   |2007|45505973  |
|Rendition                                                                          |2007|-2751330  |
|Things We Lost in the Fire                                                         |2007|-13150858 |
|Gone Baby Gone                                                                     |2007|15619699  |
|The Assassination of Jesse James by the Coward Robert Ford                         |2007|-15288207 |
|10th & Wolf                                                                        |2006|-7856549  |
|Auf der anderen Seite                                                              |2007|14004565  |
|Why Did I Get Married?                                                             |2007|40184721  |
|Saw IV                                                                             |2007|129352633 |
|American Gangster                                                                  |2007|166465037 |
|Bee Movie                                                                          |2007|137594577 |
|Before the Devil Knows You're Dead                                                 |2007|7005257   |
|Le scaphandre et le papillon                                                       |2007|5777647   |
|No Country for Old Men                                                             |2007|146600000 |
|Itty Bitty Titty Committee                                                         |2007|-981521   |
|August Rush                                                                        |2007|41122026  |
|예의없는 것들                                                                      |2006|1         |
|Lions for Lambs                                                                    |2007|28215872  |
|Fred Claus                                                                         |2007|-2161651  |
|Beowulf                                                                            |2007|125735876 |
|Love in the Time of Cholera                                                        |2007|-40392392 |
|Southland Tales                                                                    |2006|-16625257 |
|12                                                                                 |2007|3537453   |
|The Mist                                                                           |2007|39096190  |
|Enchanted                                                                          |2007|255487652 |
|Hitman                                                                             |2007|75965753  |
|P2                                                                                 |2007|-233760   |
|Om Shanti Om                                                                       |2007|28607444  |
|Awake                                                                              |2007|-71626175 |
|The Golden Compass                                                                 |2007|192234864 |
|I Am Legend                                                                        |2007|435349010 |
|Alvin and the Chipmunks                                                            |2007|301366633 |
|I'm Not There.                                                                     |2007|-15998879 |
|Juno                                                                               |2007|223911584 |
|My Blueberry Nights                                                                |2007|11786738  |
|Redacted                                                                           |2007|-4217898  |
|The Treatment                                                                      |2006|-817299   |
|Vượt Sóng                                                                          |2006|-661000   |
|The Bucket List                                                                    |2007|130372502 |
|The Kite Runner                                                                    |2007|53276047  |
|Sweeney Todd: The Demon Barber of Fleet Street                                     |2007|102000000 |
|National Treasure: Book of Secrets                                                 |2007|327363168 |
|There Will Be Blood                                                                |2007|52208711  |
|Charlie Wilson's War                                                               |2007|44000410  |
|Aliens vs Predator: Requiem                                                        |2007|1797066   |
|Walk Hard: The Dewey Cox Story                                                     |2007|-16682849 |
|The Great Debaters                                                                 |2007|15226144  |
|The Water Horse                                                                    |2007|63071443  |
|P.S. I Love You                                                                    |2007|126835339 |
|27 Dresses                                                                         |2008|130259319 |
|Taare Zameen Par                                                                   |2007|25830000  |
|디워                                                                               |2007|-16412596 |
|[REC]                                                                              |2007|28948000  |
|Flawless                                                                           |2007|-13180413 |
|Cloverfield                                                                        |2008|145764026 |
|Untraceable                                                                        |2008|-2516590  |
|Rambo                                                                              |2008|63244290  |
|Meet the Spartans                                                                  |2008|54646831  |
|The Eye                                                                            |2008|44309766  |
|The Signal                                                                         |2007|199905    |
|Hellboy II: The Golden Army                                                        |2008|75388063  |
|In Bruges                                                                          |2008|19533783  |
|Bamako                                                                             |2006|-1889000  |
|Welcome Home Roscoe Jenkins                                                        |2008|8650785   |
|Fool's Gold                                                                        |2008|41231041  |
|U2 3D                                                                              |2007|7730842   |
|Jumper                                                                             |2008|137231186 |
|Vantage Point                                                                      |2008|111161491 |
|The Spiderwick Chronicles                                                          |2008|72839667  |
|Step Up 2: The Streets                                                             |2008|127816700 |
|Jodhaa Akbar                                                                       |2008|4623200   |
|Run Fatboy Run                                                                     |2007|23000000  |
|Taxi to the Dark Side                                                              |2007|-725339   |
|10000 BC                                                                           |2008|161000000 |
|The Bank Job                                                                       |2008|44822796  |
|Doomsday                                                                           |2008|-7788574  |
|Horton Hears a Who!                                                                |2008|212138014 |
|Funny Games                                                                        |2007|-7061128  |
|Монгол                                                                             |2007|8527510   |
|The Love Guru                                                                      |2008|-20180936 |
|Diary of the Dead                                                                  |2007|3364858   |
|Hallam Foe                                                                         |2007|-7939359  |
|Justice League: The New Frontier                                                   |2008|1731128   |
|What Just Happened                                                                 |2008|-18326578 |
|The Dark Knight                                                                    |2008|819558444 |
|Quiet City                                                                         |2007|12925     |
|Never Back Down                                                                    |2008|21627431  |
|Alatriste                                                                          |2006|-678046   |
|21                                                                                 |2008|34823199  |
|Smart People                                                                       |2008|3569964   |
|Leatherheads                                                                       |2008|-16700508 |
|Ji jie hao                                                                         |2007|18786960  |
|Stop-Loss                                                                          |2008|-13792870 |
|Julia                                                                              |2008|-4700000  |
|Nim's Island                                                                       |2008|63076342  |
|Forgetting Sarah Marshall                                                          |2008|75173115  |
|Superhero Movie                                                                    |2008|-9128166  |
|Street Kings                                                                       |2008|45569869  |
|Harold & Kumar Escape from Guantanamo Bay                                          |2008|31493123  |
|Speed Racer                                                                        |2008|-26054234 |
|The Forbidden Kingdom                                                              |2008|72906624  |
|Virgin Territory                                                                   |2007|-32589251 |
|Son of Rambow                                                                      |2007|2870249   |
|Deception                                                                          |2008|-7258702  |
|Baby Mama                                                                          |2008|33833449  |
|Expelled: No Intelligence Allowed                                                  |2008|4200000   |
|Iron Man                                                                           |2008|445174222 |
|Made of Honor                                                                      |2008|44601681  |
|The Bread My Sweet                                                                 |2001|423156    |
|Taken                                                                              |2008|201830568 |
|Stargate: The Ark of Truth                                                         |2008|1900000   |
|Meet Bill                                                                          |2007|-4653408  |
|What Happens in Vegas                                                              |2008|135000000 |
|The Chronicles of Narnia: Prince Caspian                                           |2008|194651413 |
|War Inc.                                                                           |2008|-3703816  |
|Indiana Jones and the Kingdom of the Crystal Skull                                 |2008|601636033 |
|Sex and the City                                                                   |2008|350252786 |
|The Strangers                                                                      |2008|73391145  |
|Kung Fu Panda                                                                      |2008|501744560 |
|You Don't Mess with the Zohan                                                      |2008|111596308 |
|Mio fratello è figlio unico                                                        |2007|1463286   |
|Doctor Who                                                                         |1996|37000000  |
|The Happening                                                                      |2008|103403799 |
|The Incredible Hulk                                                                |2008|13712074  |
|黃石的孩子                                                                         |2008|-32600000 |
|WALL·E                                                                             |2008|341311860 |
|Wanted                                                                             |2008|183270008 |
|Hancock                                                                            |2008|474029371 |
|Boy Culture                                                                        |2007|-279849   |
|Get Smart                                                                          |2008|150685453 |
|The Wackness                                                                       |2008|-3100025  |
|Mamma Mia!                                                                         |2008|557841637 |
|Bienvenue chez les ch'tis                                                          |2008|42191886  |
|Katyń                                                                              |2007|9523313   |
|Journey to the Center of the Earth                                                 |2008|56702060  |
|Meet Dave                                                                          |2008|-9349921  |
|Death Defying Acts                                                                 |2007|-11619671 |
|デスノート                                                                         |2006|7793200   |
|Transsiberian                                                                      |2008|-9073590  |
|Space Chimps                                                                       |2008|26800345  |
|Watchmen                                                                           |2009|55258983  |
|Step Brothers                                                                      |2008|63107642  |
|Brideshead Revisited                                                               |2008|-6795709  |
|The X Files: I Want to Believe                                                     |2008|38369434  |
|The Tracey Fragments                                                               |2007|-668424   |
|The Mummy: Tomb of the Dragon Emperor                                              |2008|256128639 |
|Swing Vote                                                                         |2008|-3400000  |
|The Midnight Meat Train                                                            |2008|-11466773 |
|Bottle Shock                                                                       |2008|-959412   |
|Vicky Cristina Barcelona                                                           |2008|81408652  |
|Pineapple Express                                                                  |2008|74624843  |
|Chi bi                                                                             |2008|47473609  |
|The Sisterhood of the Traveling Pants 2                                            |2008|17352417  |
|Elegy                                                                              |2008|1894347   |
|Tropic Thunder                                                                     |2008|96072649  |
|Star Wars: The Clone Wars                                                          |2008|59782844  |
|Mutant Chronicles                                                                  |2008|-5966835  |
|Vals Im Bashir                                                                     |2008|9125849   |
|Låt den rätte komma in                                                             |2008|6785801   |
|Death Race                                                                         |2008|28762516  |
|The House Bunny                                                                    |2008|45442940  |
|The Rocker                                                                         |2008|-6237110  |
|Mirrors                                                                            |2008|37436439  |
|Sukiyaki Western Django                                                            |2007|-1074742  |
|Burn After Reading                                                                 |2008|126720069 |
|Disaster Movie                                                                     |2008|-10890716 |
|Babylon A.D.                                                                       |2008|2108608   |
|Traitor                                                                            |2008|1530831   |
|College                                                                            |2008|-769724   |
|The Women                                                                          |2008|34007546  |
|La terza madre                                                                     |2007|-3445053  |
|The Spirit                                                                         |2008|-20968663 |
|Bangkok Dangerous                                                                  |2008|-2512610  |
|The Foot Fist Way                                                                  |2006|166000    |
|Righteous Kill                                                                     |2008|13174566  |
|Lakeview Terrace                                                                   |2008|7640028   |
|Ladrón que roba a ladrón                                                           |2007|-4002307  |
|Appaloosa                                                                          |2008|211394    |
|Miracle at St. Anna                                                                |2008|-35676167 |
|Eagle Eye                                                                          |2008|98066569  |
|How to Lose Friends & Alienate People                                              |2008|-9713701  |
|Nick and Norah's Infinite Playlist                                                 |2008|23973937  |
|The Tulse Luper Suitcases Part 1: The Moab Story                                   |2003|-9974200  |
|Body of Lies                                                                       |2008|43280098  |
|City of Ember                                                                      |2008|-37130952 |
|Max Payne                                                                          |2008|50416905  |
|Zack and Miri Make a Porno                                                         |2008|18105111  |
|W.                                                                                 |2008|4406464   |
|My Best Friend's Girl                                                              |2008|16620508  |
|The Secret Life of Bees                                                            |2008|27105395  |
|An American Carol                                                                  |2008|-13000000 |
|Die Welle                                                                          |2008|11500000  |
|Quarantine                                                                         |2008|28855419  |
|Pride and Glory                                                                    |2008|1148328   |
|The Express                                                                        |2008|-30206504 |
|RockNRolla                                                                         |2008|7739015   |
|Madagascar: Escape 2 Africa                                                        |2008|453900354 |
|Адмиралъ                                                                           |2008|36135878  |
|Blindness                                                                          |2008|-5155021  |
|Changeling                                                                         |2008|58020255  |
|The Road                                                                           |2009|-4364695  |
|Slumdog Millionaire                                                                |2008|362910544 |
|Quantum of Solace                                                                  |2008|386090727 |
|Role Models                                                                        |2008|64380927  |
|JCVD                                                                               |2008|-5723109  |
|Saw V                                                                              |2008|103057533 |
|Sex Drive                                                                          |2008|-244064   |
|While She Was Out                                                                  |2008|-5608590  |
|Beverly Hills Chihuahua                                                            |2008|129281606 |
|Australia                                                                          |2008|-80445998 |
|Bolt                                                                               |2008|159979994 |
|Milk                                                                               |2008|34586584  |
|Twilight                                                                           |2008|355616625 |
|Transporter 3                                                                      |2008|78979549  |
|Four Christmases                                                                   |2008|83733697  |
|The Boy in the Striped Pyjamas                                                     |2008|7916563   |
|Surveillance                                                                       |2008|-2384507  |
|Fireproof                                                                          |2008|32956317  |
|Igor                                                                               |2008|5000000   |
|Punisher: War Zone                                                                 |2008|-10410627 |
|The Day the Earth Stood Still                                                      |2008|153093859 |
|Doubt                                                                              |2008|30907234  |
|Gran Torino                                                                        |2008|236958228 |
|The Reader                                                                         |2008|81019290  |
|Seven Pounds                                                                       |2008|113167691 |
|The Wrestler                                                                       |2008|38703995  |
|The Curious Case of Benjamin Button                                                |2008|183932083 |
|Yes Man                                                                            |2008|155990978 |
|Valkyrie                                                                           |2008|125276000 |
|Bedtime Stories                                                                    |2008|132874442 |
|Choke                                                                              |2008|830137    |
|Revolutionary Road                                                                 |2008|40225693  |
|Surfer Dude                                                                        |2008|-5930503  |
|Nobel Son                                                                          |2007|-3666088  |
|Wild Child                                                                         |2008|1972336   |
|Defiance                                                                           |2008|19155219  |
|Marley & Me                                                                        |2008|184082376 |
|崖の上のポニョ                                                                     |2008|145801819 |
|葉問                                                                               |2008|10173020  |
|Passengers                                                                         |2008|-23000000 |
|The Tale of Despereaux                                                             |2008|-9122855  |
|Bride Wars                                                                         |2009|84663461  |
|My Bloody Valentine                                                                |2009|85734718  |
|Battle in Seattle                                                                  |2007|-7091153  |
|Los cronocrímenes                                                                  |2007|-2046802  |
|Underworld: Rise of the Lycans                                                     |2009|56353501  |
|Inkheart                                                                           |2008|-2509626  |
|The Lazarus Project                                                                |2008|-9192000  |
|Paul Blart: Mall Cop                                                               |2009|157293131 |
|The Unborn                                                                         |2009|60514050  |
|Outlander                                                                          |2008|-42966317 |
|Go Go Tales                                                                        |2007|-3092544  |
|The Grudge 3                                                                       |2009|33610009  |
|Coraline                                                                           |2009|64596398  |
|Push                                                                               |2009|7465299   |
|The International                                                                  |2009|10161391  |
|Two Lovers                                                                         |2008|-8851818  |
|He's Just Not That Into You                                                        |2009|137259441 |
|Hotel for Dogs                                                                     |2009|38034460  |
|My Name Is Bruce                                                                   |2007|-1326934  |
|Funny People                                                                       |2009|-13541018 |
|Street Fighter: The Legend of Chun-Li                                              |2009|-37235799 |
|Away We Go                                                                         |2009|-2100583  |
|Il Divo                                                                            |2008|3985366   |
|Paris                                                                              |2008|4550000   |
|Friday the 13th                                                                    |2009|72379051  |
|Dr. Horrible's Sing-Along Blog                                                     |2008|-199997   |
|I Love You Man                                                                     |2009|50636986  |
|Duplicity                                                                          |2009|-18146652 |
|Knowing                                                                            |2009|105446362 |
|Ong Bak 2                                                                          |2008|436663    |
|Män som hatar kvinnor                                                              |2009|91345682  |
|Sunshine Cleaning                                                                  |2008|11174377  |
|Monsters vs Aliens                                                                 |2009|206509870 |
|Nothing But the Truth                                                              |2008|-11313298 |
|Adventureland                                                                      |2009|7664377   |
|Confessions of a Shopaholic                                                        |2009|68332743  |
|Fast & Furious                                                                     |2009|278164265 |
|The Boat That Rocked                                                               |2009|-13651216 |
|17 Again                                                                           |2009|116267476 |
|Inglourious Basterds                                                               |2009|249131050 |
|State of Play                                                                      |2009|27784194  |
|Crank: High Voltage                                                                |2009|14560577  |
|Moon                                                                               |2009|4760104   |
|The Young Victoria                                                                 |2009|-7590111  |
|The Informers                                                                      |2008|-17617826 |
|X-Men Origins: Wolverine                                                           |2009|223062864 |
|The Girlfriend Experience                                                          |2009|-692038   |
|Star Trek                                                                          |2009|235680446 |
|赤壁 2                                                                             |2009|41059225  |
|S. Darko                                                                           |2009|100000    |
|Earth                                                                              |2007|94000000  |
|Crossing Over                                                                      |2009|-23962665 |
|Angels & Demons                                                                    |2009|206613439 |
|Terminator Salvation                                                               |2009|171353001 |
|Night at the Museum: Battle of the Smithsonian                                     |2009|263106170 |
|The Brothers Bloom                                                                 |2008|-14469236 |
|The Soloist                                                                        |2009|-28279842 |
|The Last House on the Left                                                         |2009|17721635  |
|Drag Me to Hell                                                                    |2009|60810892  |
|Up                                                                                 |2009|560099082 |
|Fired Up!                                                                          |2009|-1400898  |
|The Hangover                                                                       |2009|424270619 |
|Antichrist                                                                         |2009|-10208133 |
|Billu                                                                              |2009|4250000   |
|Special                                                                            |2006|-992798   |
|New in Town                                                                        |2009|21010817  |
|Død snø                                                                            |2009|1184662   |
|Land of the Lost                                                                   |2009|-31311169 |
|The Taking of Pelham 1 2 3                                                         |2009|50166126  |
|The Proposal                                                                       |2009|277375031 |
|Year One                                                                           |2009|2357900   |
|The Hurt Locker                                                                    |2008|27000000  |
|Transformers: Revenge of the Fallen                                                |2009|686297228 |
|Whatever Works                                                                     |2009|20097815  |
|Public Enemies                                                                     |2009|134104620 |
|Ice Age: Dawn of the Dinosaurs                                                     |2009|796686817 |
|Night Of The Living Dead 3D                                                        |2007|-1550055  |
|My Sister's Keeper                                                                 |2009|65714875  |
|Hood of Horror                                                                     |2006|-4974100  |
|Kandukondain Kandukondain                                                          |2000|0         |
|(500) Days of Summer                                                               |2009|53222734  |
|Obitaemyy Ostrov                                                                   |2008|-14665155 |
|Harry Potter and the Half-Blood Prince                                             |2009|683959197 |
|The Imaginarium of Doctor Parnassus                                                |2009|34352607  |
|Chéri                                                                              |2009|-13633773 |
|Orphan                                                                             |2009|21596251  |
|The Ugly Truth                                                                     |2009|167298907 |
|The Collector                                                                      |2009|110600000 |
|A Perfect Getaway                                                                  |2009|8852638   |
|Aliens in the Attic                                                                |2009|12881056  |
|District 9                                                                         |2009|180819611 |
|Julie & Julia                                                                      |2009|89540499  |
|Obsessed                                                                           |2009|53830340  |
|Race to Witch Mountain                                                             |2009|56303988  |
|Hannah Montana: The Movie                                                          |2009|120545279 |
|G.I. Joe: The Rise of Cobra                                                        |2009|127469017 |
|12 Rounds                                                                          |2009|-2719674  |
|The Time Traveler's Wife                                                           |2009|62229792  |
|Bandslam                                                                           |2009|-14789012 |
|I Love You Beth Cooper                                                             |2009|-2654799  |
|Paper Heart                                                                        |2009|296971    |
|G-Force                                                                            |2009|142817841 |
|Tetro                                                                              |2009|-14886779 |
|Bronson                                                                            |2008|2030712   |
|The Secret of Moonacre                                                             |2008|-4929670  |
|Post Grad                                                                          |2009|-8594755  |
|My Life in Ruins                                                                   |2009|3455276   |
|Halloween II                                                                       |2009|24421467  |
|Videocracy                                                                         |2009|479676    |
|El secreto de sus ojos                                                             |2009|31965843  |
|9                                                                                  |2009|18428063  |
|Pandorum                                                                           |2009|-12354673 |
|The Men Who Stare at Goats                                                         |2009|44729358  |
|Jennifer's Body                                                                    |2009|15556061  |
|The Informant!                                                                     |2009|13424826  |
|Extract                                                                            |2009|2848783   |
|The Final Destination                                                              |2009|146167139 |
|Gamer                                                                              |2009|-9171460  |
|Cloudy with a Chance of Meatballs                                                  |2009|142988466 |
|Battle for Terra                                                                   |2007|2101046   |
|Love Happens                                                                       |2009|18133014  |
|Bright Star                                                                        |2009|-4059945  |
|Paranormal Activity                                                                |2007|193340800 |
|World's Greatest Dad                                                               |2009|-9704250  |
|Capitalism: A Love Story                                                           |2009|-2563491  |
